HIGH|internal/verify/syntaxguard.go:55|jsonKeyLineRe (`^\s*"[^"]*"\s*:`) uses a non-escape-aware character class, so a JSON object whose ONLY member key contains an escaped quote (e.g. "a\"b": 1) does not match. looksLikeNonGoBraces then returns false, the block-brace signal fires, and the single-key escaped-quote JSON object is spuriously flagged invalid_syntax — the same false-positive class Epic 7.5 set out to close. Verified empirically: validateGoFixSyntax returns "illegal label declaration". Multi-key objects are unaffected because a sibling clean-key line still matches, so blast radius is narrow. (disagreement: LOW vs HIGH)|Widen jsonKeyLineRe to tolerate backslash-escapes in the key using an escape-aware character class (allow a non-quote/non-backslash char OR a backslash-escaped char between the quotes; RE2-safe, no backtracking). Add a single-key fixture {\n  "a\"b": 1\n} to syntaxguard_test.go asserting NoError. Alternatively accept and document the boundary as a known narrow limitation.|maintainability|15|code-review|agent,otto,greta,Residual FP for `{"a\"b":1}`; conservative-recall tolerant,bruce,claude,Regex `[^"]*` cannot match `\"` in keys like `"foo\"bar":`|HIGH
HIGH|internal/verify/syntaxguard_test.go:2772|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2779|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2786|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2793|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2800|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2807|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2814|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2821|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2828|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2835|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2842|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2849|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2856|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2863|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2870|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2877|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2884|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2891|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2898|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2905|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2912|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2919|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2926|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2933|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2940|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2947|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2954|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2961|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2968|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2975|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2982|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2989|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:2996|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3003|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3010|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3017|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3024|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3031|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3038|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3045|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3052|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3059|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3066|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3073|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3080|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3087|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3094|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3101|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3108|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3115|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3122|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3129|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3136|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3143|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3150|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3157|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3164|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3171|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3178|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3185|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3192|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3199|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3206|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3213|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3220|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3227|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3234|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3241|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3248|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3255|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3262|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3269|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3276|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3283|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3290|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3297|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3304|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3311|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3318|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3325|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3332|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3339|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3346|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3353|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3360|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3367|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3374|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3381|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3388|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3395|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3402|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3409|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3416|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3423|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3430|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3437|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3444|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3451|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3458|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3465|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3472|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3479|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3486|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3493|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3500|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3507|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3514|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3521|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3528|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3535|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3542|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3549|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3556|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3563|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3570|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3577|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3584|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3591|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3598|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3605|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3612|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3619|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3626|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3633|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3640|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3647|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3654|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3661|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3668|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3675|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3682|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3689|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3696|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3703|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3710|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3717|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3724|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3731|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3738|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3745|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3752|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|agent|MEDIUM
HIGH|internal/verify/syntaxguard_test.go:3759|Inconsistent test function spacing|Add blank line after test function|maintainability|1|code-review|bob2|MEDIUM
