# Merged TD Stream - Reconciled
# SEVERITY|FILE:LINE|PROBLEM|FIX|CATEGORY|EST_MINUTES|SOURCE|REVIEWERS|CONFIDENCE
LOW|internal/fanout/manifest_review_test.go:74|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:74|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:74|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:75|Redundant require.NoError for json.Unmarshal|Remove duplicate error handling|maintainability|2|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:75|Unnecessary require.Contains for "review" key|Remove redundant check since Unmarshal will fail if missing|maintainability|2|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:75|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:75|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:75|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:75|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:75|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:75|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:76|Unnecessary blank line after require.NoError|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:76|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:76|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:76|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:76|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:76|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:77|Unnecessary blank line after if condition|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:77|Unnecessary blank line after require.NoError|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:77|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:77|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:77|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:77|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:77|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:77|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:78|Unnecessary blank line after require.Contains|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:78|Unnecessary blank line after func declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:78|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:78|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:78|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:78|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:78|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:79|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:79|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:79|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:79|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:79|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:79|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:80|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:80|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:80|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:80|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:80|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:81|Unnecessary blank line after require.NoError|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:81|Unnecessary blank line before function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:81|Unnecessary blank line after mode assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:81|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:81|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:81|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:81|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:82|Redundant require.NoError for json.Unmarshal|Remove duplicate error handling|maintainability|2|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:82|Unnecessary require.NoError for json.Unmarshal|Remove duplicate error handling|maintainability|2|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:82|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:82|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:82|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:82|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:83|Unnecessary blank line after require.NoError|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:83|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:83|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:83|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:83|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:84|Unnecessary blank line after require.NoError|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:84|Unnecessary blank line after require.NoError|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:84|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:84|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:84|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:84|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:85|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:85|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:85|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:85|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:86|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:86|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:87|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:88|Unnecessary blank line after require.NoError|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:88|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:89|Redundant require.NoError for json.Unmarshal|Remove duplicate error handling|maintainability|2|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:89|Unnecessary require.NoError for json.Unmarshal|Remove duplicate error handling|maintainability|2|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:90|Unnecessary blank line after require.NoError|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:91|Unnecessary blank line after require.NoError|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:95|Unnecessary blank line after require.NoError|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:96|Redundant require.NoError for json.Unmarshal|Remove duplicate error handling|maintainability|2|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:96|Unnecessary require.NoError for json.Unmarshal|Remove duplicate error handling|maintainability|2|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:97|Unnecessary blank line after require.NoError|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:98|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:98|Unnecessary blank line after require.NoError|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:99|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:102|Unnecessary blank line after require.NoError|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:103|Redundant require.NoError for json.Unmarshal|Remove duplicate error handling|maintainability|2|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:103|Unnecessary require.NoError for json.Unmarshal|Remove duplicate error handling|maintainability|2|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:104|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:104|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:105|Unnecessary blank line after assert.Equal|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/manifest_review_test.go:106|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:321|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:322|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:323|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:324|Unnecessary blank line before variable declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:325|Unnecessary blank line after variable declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:325|Unnecessary blank line after comment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:326|Unnecessary blank line before comment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:326|Unnecessary blank line after comment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:327|Unnecessary blank line after variable declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:328|Unnecessary blank line after variable declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:329|Unnecessary blank line after variable declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:330|Unnecessary blank line after variable declaration|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:331|Unnecessary blank line after opts assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:332|Unnecessary blank line after opts assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:332|Unnecessary blank line after EngineOption|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:333|Unnecessary blank line after EngineOption|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:335|Unnecessary blank line after comment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:337|Unnecessary blank line after if condition|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:338|Unnecessary blank line after if condition|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:339|Unnecessary blank line after else|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:339|Unnecessary blank line after if condition|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:340|Unnecessary blank line after if condition|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:342|Unnecessary blank line before comment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:343|Potential for inconsistent manifest state on partial failure|If `p.manifest.Review` is updated with snapshot fields but `WriteManifest` fails, the in-memory `p.manifest` object is mutated. If the caller retries the operation using the same `p` object, the manifest may contain snapshot data from a previous failed attempt.|Avoid mutating `p.manifest` directly; use a local copy or update only upon successful completion of the review process.|correctness|15|code-review|otto|MEDIUM
LOW|internal/fanout/review.go:345|Unnecessary blank line after variable assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:346|Unnecessary blank line after if condition|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:346|Unnecessary blank line after else|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:347|Unnecessary blank line after else|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:348|Unnecessary blank line after else|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:349|Unnecessary blank line after if block|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:351|Unnecessary blank line after comment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:352|Unnecessary blank line after variable assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:353|Unnecessary blank line after if condition|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:354|Unnecessary blank line after if condition|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:355|Unnecessary blank line after if condition|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:356|Unnecessary blank line after WriteManifest call|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:357|Unnecessary blank line after if condition|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:358|Unnecessary blank line after comment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:360|Unnecessary blank line after else|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:361|Unnecessary blank line after else|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:362|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:363|Unnecessary blank line after WriteManifest call|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:364|Unnecessary blank line after if condition|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:365|Unnecessary blank line after variable assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:366|Unnecessary blank line after variable assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:367|Unnecessary blank line after variable assignment|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:367|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:368|Unnecessary blank line after function|Remove blank line for consistency|maintainability|1|code-review|ace|MEDIUM
LOW|internal/fanout/review.go:660|snapshotManifestFields infers live-vs-worktree mode purely from root==repo string equality. This is correct only because NewSnapshotManager stores repoRoot verbatim and SnapshotFor's fast path returns that exact string. The call site encodes implicit knowledge of SnapshotFor's internals: if SnapshotFor is later changed to canonicalize repoRoot (EvalSymlinks/filepath.Abs, as snapshotCleanupGuard already does for its temp guard), a clean-HEAD live snapshot misclassifies as worktree and the repo root leaks into snapshot_worktree_path. No integration test drives the real SnapshotFor fast path through to the manifest — the e2e only exercises the worktree slow path and the unit tests pass literal strings — so the coupling is unguarded.|Make the live/worktree distinction explicit at the boundary rather than inferred from path equality: have SnapshotFor return a mode/sentinel (or a small SnapshotResult struct with Mode and WorktreePath) that ExecuteReview records directly. Alternatively add an integration test that runs ExecuteReview against a clean HEAD so the real fast path asserts snapshot_mode==live and snapshot_worktree_path=="" on disk, guarding the root==repo assumption.|maintainability|30|code-review|claude|MEDIUM
LOW|internal/fanout/review.go:668|`head` parameter is recorded verbatim as `head_sha` with no runtime check that it's a resolved SHA; a branch name or ref would violate the field's semantic|Add a `git.IsHash` check (or resolve via `gitrange`) before stamping, or assert in a debug build|maintainability|10|code-review|bruce|MEDIUM
